MouseID,Generation,SurvDays,Y1A_BW_BW,Y2A_BW_BW,Y3A_BW_BW,Y1_Glu.F_Glucose,Y2_Glu.F_Glucose,Y3_Glu.F_Glucose,Y1_Echo_BPM,Y2_Echo_BPM,Y3_Echo_BPM,Y1_Echo_CardiacOutput,Y2_Echo_CardiacOutput,Y3_Echo_CardiacOutput,Y1_CBC_Hgb,Y2_CBC_Hgb,Y3_CBC_Hgb,Y1_Rotarod_Mean,Y2_Rotarod_Mean,Y3_Rotarod_Mean,Y1_AS_MeanLog,Y2_AS_MeanLog,Y3_AS_MeanLog,Y1_Wheel_AvgSpeedLFC,Y2_Wheel_AvgSpeedLFC,Y3_Wheel_AvgSpeedLFC,Y1_Wheel_AvgDistLFC,Y2_Wheel_AvgDistLFC,Y3_Wheel_AvgDistLFC,Y1A_Grip_All,Y2A_Grip_All,Y3A_Grip_All,Y1A_Frailty_FrailtyAdj,Y2A_Frailty_FrailtyAdj,Y3A_Frailty_FrailtyAdj,Diet_num,Diet
DO-40-2184,28,1266,43.15104665071155,27.473250772366526,24.73026530504017,164.88885423023208,88.24264209192141,88.45143064349136,452.3601052924165,433.0723067053455,402.59666291975145,28347.017728930827,25337.321230083824,23730.19512080369,16.288668486809907,16.305487786567237,16.052272023199624,165.7900228688686,182.54887018260897,282.0247679002345,1.0787944950780128,1.2793369267225934,1.236584495504209,0.5232173183590304,0.376680309937864,0.0080014656197446,1.887186605626325,2.100102006863647,0.3693981257690436,191.54404342006188,102.22285811694468,103.1067225646748,0.1724065634692583,0.2398767468302552,0.2241542838378988,1,40
DO-40-2159,27,1344,32.762553933470684,17.933532778575874,18.24666305043316,117.45838239989384,127.36827498573656,79.8805240116347,466.5292180282754,378.1429959535201,510.6008812935871,20252.153881420127,18455.91075674267,22101.478308545557,16.057568999816002,15.277271705129916,14.84464881903195,191.12453368479848,208.60296985992312,277.0734616260723,1.390108396223126,1.4099661939346624,1.176616412138019,0.1053626803451216,-0.0105925500986754,0.0917354219386288,1.3314246745406757,0.9754721969922486,1.1783521321072687,206.3733758093853,138.56535676651788,135.0564215056118,0.1363417466010428,0.2027313156309231,0.1923098955807448,1,40
DO-40-2183,28,1240,28.33194444645652,25.303223040559693,25.579025365837836,165.8501046967353,84.3976402259086,55.76891478238247,492.49334425791847,473.3658992780298,522.3321530213805,21651.5427986453,15907.02262695562,18925.527614424045,14.9378766177189,15.20240121962554,14.735094884282416,197.49899384825625,268.2487917485216,282.0247679002345,1.5948249502921388,1.709565962202675,1.1074499158278404,0.0460132379513818,0.6067904868671348,0.1480079752632484,1.2911975047375486,1.4933738396012202,1.6730283949674438,191.84154342006184,138.5573581169447,162.37322256467482,0.0884158731804645,0.1558860565414613,0.2160591838178133,1,40
DO-2D-4171,28,1259,23.807808841957925,38.56760570193075,41.4369246595559,130.10882243689653,125.92151355795131,137.9218589240686,476.6199282647325,470.1573065146879,453.3392741295471,24711.98766398999,23220.075580403696,17059.784375132644,15.341307336788308,14.193607604692776,14.100043148513285,54.73800968324037,89.58155395736195,50.38523754555963,,1.3112024808260043,1.2861313798839182,0.3071999145605693,0.4510946489422268,0.2150194312540469,1.1774253708686984,1.9494002191668856,0.8111047541418603,288.6101685597894,183.87694463554448,159.60461549932802,0.1238488596378869,0.1883580992587681,0.2315963496475635,3,2D
DO-20-1188,28,1224,23.929099190089083,26.14820391381813,26.80252146917361,109.13632717304634,116.1189056205143,79.80017644496253,466.9941037542529,495.234221226212,532.7164053055874,18223.64856208878,13898.47210023854,17479.217895046113,16.38520992481958,16.58141647338276,15.349615688875367,48.9524631340077,173.97887802601772,39.77965627392152,1.50879895383203,1.2963311718659267,1.2404291841167527,0.319011367061174,0.3095199343014599,0.2699293822123307,0.9207853617888464,1.1424001044391032,0.7283697125707634,221.92204342006187,212.71535811694469,102.5112225646748,0.0884158731804645,0.1558860565414613,0.2729808765193445,2,20
DO-40-2168,28,1228,32.987148999500064,29.627178730358853,26.909057323520624,160.86883736499902,98.04525002935844,48.52556553927078,505.9298434391055,582.8355073878174,575.8064733933123,17056.19513352394,21807.65579113995,23510.243015793767,16.724270821691984,16.136357781274906,16.397338088403092,36.76543220332802,218.88032755136453,264.0637086499018,,1.3397059383006718,1.3490544102388249,0.2589076237840036,0.5616383301203078,0.1072056069937977,0.9838122802948592,1.718266656615837,0.0996606199812597,221.30266855978937,175.23994463554448,112.84611549932798,0.142822757205064,0.2435734027636816,0.3074919399162719,1,40
DO-40-2156,27,1280,24.761287750292,17.293073878251,18.676652787024413,146.29589639498994,80.2670021270796,80.84177447813792,461.9820515791095,394.8560597378916,545.4254956851457,23245.510177266668,19771.00504441372,19138.91347050752,15.115527096927703,13.878387545857883,14.17007750208493,276.8244552507111,270.02124698216045,251.934817966738,1.6113970002218256,1.3116522001732198,1.2809583009557777,-0.0618562819892521,-0.3479373392842563,-0.088680164503389,-0.9371980467897336,-1.7284512445705742,0.1489960738463653,128.34387580938528,106.10285676651785,110.6349215056118,0.0983939514666887,0.2406791107652773,0.2871793834166303,1,40
DO-20-1156,27,1273,23.457906877005858,33.702964123050435,29.84998210843656,161.17992126282502,144.33885508276543,100.06678380820196,486.1763688027757,368.0284296290404,525.5122336543251,18137.109778199585,11937.724899830788,26544.62390420668,16.43458597110122,16.22367318273183,15.80888029654518,30.426531386811373,45.13529202471396,77.10697797227623,1.6005000269405756,1.429433964730002,1.1996281110689124,0.1275616433423775,0.3569041717591893,0.1589450096446596,3.406706781439412,2.1395685673028093,1.7074399106524234,181.05837580938527,196.64085676651789,127.9084215056118,0.1066687396499348,0.1618312755369373,0.2179749661363692,2,20
DO-2D-4167,28,1199,25.9003562961562,32.54151367766705,32.982531006076705,138.76007663542535,107.65775469439046,112.92934679498536,537.7053894852104,518.8421198269225,510.5574806197369,21455.42595412184,19032.35514586269,23171.876106179723,15.618767505897864,15.320718520633084,16.489316065235464,217.853527063694,170.99647944497897,244.06706028452217,,1.547073599013325,1.0770467583877756,0.1544734599162918,0.2374065813982645,0.0442281056531962,0.8413198326772603,1.4434972828145556,1.7751900634129996,195.6896685597894,170.17694463554452,132.800615499328,0.1048749620707098,0.1124625089900597,0.2695441447819177,3,2D
DO-2D-4172,28,1194,28.16126185283359,32.329728842786835,31.68958911408797,203.1638578911399,165.33278268458264,143.68936172308784,498.8418244764424,442.2361553649708,516.9370582510268,23135.764769644666,16438.929853306578,23060.490329612145,16.821818731361834,17.107318681783596,15.018498511138496,145.86559294832745,132.14584833509852,177.50678786832998,,1.6326673717486178,1.3155420574205543,0.3299743359809179,,0.2925961199201715,1.8970379368665464,,1.4481959892191996,205.2196685597894,152.0094446355445,166.454615499328,0.0859010645035327,0.1124625089900597,0.2126224520803864,3,2D
